n d _	0.0122841351795452
i n g	0.0121353886828348
n g _	0.010800039653311
e l _	0.00826172993803051
f e e	0.00826172993803051
e e l	0.00826172993803051
_ f e	0.00826172993803051
l l _	0.0073198198198198
_ t h	0.0072181838847917
_ t o	0.00670207780034371
e ' l	0.0061936936936937
\n W e	0.0061936936936937
' l l	0.0061936936936937
W e '	0.0061936936936937
\n A n	0.0059355946608223
d _ i	0.00569051710670208
_ a n	0.00563063063063065
h i p	0.00563063063063065
i p _	0.00563063063063065
p _ h	0.00563063063063065
_ h i	0.00563063063063065
i p \n	0.00563063063063065
H i p	0.00563063063063065
_ i t	0.00545576547477965
\n H i	0.00506756756756755
' s _	0.00492253309248313
t h e	0.00450450450450451
m e _	0.00450450450450451
t ' s	0.00399343907677709
l _ b	0.00394144144144144
n _ a	0.00394144144144144
A n d	0.00368334240857005
o r e	0.00337837837837838
a n d	0.00337837837837838
v e r	0.00337837837837838
e v e	0.00337837837837838
u n \n	0.00337837837837838
p \n H	0.00337837837837838
h e _	0.00337837837837838
t o _	0.00332369942196532
s _ s	0.00311860679866741
o _ f	0.00303468208092485
_ g o	0.00303468208092485
t i n	0.00303468208092485
h i n	0.0029399160242642
g o o	0.00289017341040463
g _ t	0.00289017341040463
r t i	0.00289017341040463
o o d	0.00289017341040463
a r t	0.00289017341040463
